,X,...1,name,address,city,state,zip,Zip.Plus,Contact.First.Name,Contact.Last.Name,Contact.Title,Phone,Business.Description,Primary.NAICS,NAICS2,NAICS3,NAICS4,NAICS5,Business.Type,County,Employee,Annual.Sales,URL,Year.Established,address_new,url,type,latitude,longitude
168,168,179,Durham School For Ballet,608 N Duke St,Durham,NC,27701,2090,Boleyn,Willis Zeger,Owner,(919) 680-4363,Dancing Instruction,611610,711110,711110,813311,813319,Private,Durham,11,491000,durhamschoolforballet.com,2007,608 N Duke St Durham NC 27701,https://durhamschoolforballet.com,dancing lessons,36.00439002,-78.90558668
169,169,180,Dynamic Dance Force Inc,147 Old Fayetteville Rd,Leland,NC,28451,8275,NA,NA,NA,(910) 777-3348,Dancing Instruction,611610,624410,NA,NA,NA,Private,Brunswick,2,59000,dynamicdance.biz,2019,147 Old Fayetteville Rd Leland NC 28451,https://dynamicdance.biz,dancing lessons,34.23608604,-78.01272769
170,170,182,Edenton Dance Stars,829 Yeopim Rd,Edenton,NC,27932,9415,Linda,Brown,Owner,(252) 482-4800,Dancing Instruction,611610,711120,NA,NA,NA,Private,Chowan,3,59000,NA,2002,829 Yeopim Rd Edenton NC 27932,NA,dancing lessons,36.05642358,-76.53976985
171,171,183,Elevate Ballet Co,159 Montgomery Xing,Biscoe,NC,27209,9592,Sarah,Morgan,Owner,(910) 428-2002,Dancing Instruction,611610,711120,NA,NA,NA,Private,Montgomery,2,38000,elevateballetco.com,2017,159 Montgomery Xing Biscoe NC 27209,https://elevateballetco.com,dancing lessons,35.35825771,-79.79744779
172,172,184,Elite Ballroom,136 Morrisville Square Way,Morrisville,NC,27560,5703,Roberto,Meleckis,Owner,(919) 481-3137,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,3,104000,NA,2009,136 Morrisville Square Way Morrisville NC 27560,NA,dancing lessons,35.82009015,-78.82945693
173,173,185,Elite Dance Ctr,3071 Legion Rd,Fayetteville,NC,28306,4061,NA,NA,NA,(910) 425-3524,Dancing Instruction,611610,711120,NA,NA,NA,Private,Cumberland,7,185000,elitedancecenternc.com,2013,3071 Legion Rd Fayetteville NC 28306,https://elitedancecenternc.com,dancing lessons,35.00484628,-78.91507639
174,174,186,Empower Dance Studio,121 Market St,Durham,NC,27701,3221,Nicole,Oxendine,Manager,(919) 251-9107,Dancing Instruction,611610,NA,NA,NA,NA,Private,Durham,2,90000,empowerdancestudio.com,2020,121 Market St Durham NC 27701,https://empowerdancestudio.com,dancing lessons,35.99661205,-78.90221487
175,175,187,Encore Academy of Dance,3823 Guess Rd # M,Durham,NC,27705,1533,Lindsay,Raja,Owner,(919) 383-5048,Dancing Instruction,611610,812990,NA,NA,NA,Private,Durham,3,90000,encoreacademyofdance.com,2002,3823 Guess Rd # M Durham NC 27705,https://encoreacademyofdance.com,dancing lessons,36.05843398,-78.92912191
176,176,188,Encore Dance,31 Allen St,Sylva,NC,28779,2629,NA,NA,NA,(828) 508-6963,Dancing Instruction,611610,NA,NA,NA,NA,Private,Jackson,4,62000,info241002.wixsite.com,2012,31 Allen St Sylva NC 28779,https://info241002.wixsite.com,dancing lessons,35.37453114,-83.22302243
177,177,189,Enloe High School Dance,128 Clarendon Cres,Raleigh,NC,27610,2408,Willaim,Chavis,Principal,(919) 856-7918,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,225,7800000,enloedancegreer.weebly.com,1988,128 Clarendon Cres Raleigh NC 27610,https://enloedancegreer.weebly.com,dancing lessons,35.78065392,-78.60266805
178,178,190,Expressions In Rhythm Studio,3545 Maitland Dr,Raleigh,NC,27610,1239,Preston,Brown,Exec Officer,(919) 803-7028,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,2,70000,eirstudio.com,2015,3545 Maitland Dr Raleigh NC 27610,https://eirstudio.com,dancing lessons,35.79682981,-78.5827386
179,179,192,Expressions of Worship Dance,32 N Main St,Wendell,NC,27591,NA,Ginger,Lee,Owner,(919) 365-9777,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,3,104000,eowdancestudio.com,1996,32 N Main St Wendell NC 27591,https://eowdancestudio.com,dancing lessons,35.78187347,-78.36975479
180,180,193,Extravadance-Tumble Dance Std,1239 Masten Dr,Kernersville,NC,27284,7586,NA,NA,NA,(336) 993-7766,Dancing Instruction,611610,NA,NA,NA,NA,Private,Forsyth,2,61000,extravadance.com,1995,1239 Masten Dr Kernersville NC 27284,https://extravadance.com,dancing lessons,36.10322506,-80.09717884
181,181,194,Fabulous Feet Dance Academy,551 Burlington Rd,Roxboro,NC,27573,5477,Heather,Stanford,Owner,(336) 647-5247,Dancing Instruction,611610,NA,NA,NA,NA,Private,Person,1,24000,fabulousfeetdanceacademy.com,2022,551 Burlington Rd Roxboro NC 27573,https://fabulousfeetdanceacademy.com,dancing lessons,36.38436616,-79.00681403
182,182,195,Fancy Dolls Dance Team,2112 Broad St,Durham,NC,27705,3424,NA,NA,NA,(919) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Durham,2,90000,NA,2017,2112 Broad St Durham NC 27705,NA,dancing lessons,36.0275238,-78.91392346
183,183,196,Fancy Feet Dance & Floor,1898 Windsor Square Dr # B,Matthews,NC,28105,4662,Paula,Mann,Exec Director,(704) 847-7138,Dancing Instruction,611610,611620,NA,NA,NA,Private,Mecklenburg,10,271000,dancingcda.com,1986,1898 Windsor Square Dr # B Matthews NC 28105,https://dancingcda.com,dancing lessons,35.13473165,-80.70859629
184,184,197,Field of Dreams Ctr,8414 Falls of Neuse Rd # 104,Raleigh,NC,27615,3544,Michael,Green,Owner,(919) 845-6565,Dancing Instruction,611610,611610,NA,NA,NA,Private,Wake,10,347000,NA,2009,8414 Falls of Neuse Rd # 104 Raleigh NC 27615,NA,dancing lessons,35.89550167,-78.61785228
185,185,198,First Saturday Dance LLC,2204 George Cir,Chapel Hill,NC,27514,9680,David,Digiuseppe,Owner,(919) 968-9600,Dancing Instruction,611610,NA,NA,NA,NA,Private,Orange,1,43000,firstsaturdaydance.daviddg.com,2009,2204 George Cir Chapel Hill NC 27514,https://firstsaturdaydance.daviddg.com,dancing lessons,35.98890819,-79.06534962
186,186,199,Fish Dance Charters,300 Canal Dr,Carolina Beach,NC,28428,6123,NA,NA,NA,(910) 367-0884,Dancing Instruction,611610,NA,NA,NA,NA,Private,New Hanover,8,178000,fishdance.net,2018,300 Canal Dr Carolina Beach NC 28428,https://fishdance.net,dancing lessons,34.03671663,-77.89186443
187,187,200,Forward Motion Dance Co Inc,2031 Albert Cir,Wilmington,NC,28403,4274,NA,NA,NA,(910) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,New Hanover,4,107000,forwardmotiondance.org,2019,2031 Albert Cir Wilmington NC 28403,https://forwardmotiondance.org,dancing lessons,34.22096614,-77.89454535
188,188,201,Fred Astair Dance Studio,712 SW Broad St,Southern Pines,NC,28387,5927,NA,NA,NA,(910) 725-1846,Dancing Instruction,611610,NA,NA,NA,NA,Private,Moore,4,135000,carolinadanceworks.com,2013,712 SW Broad St Southern Pines NC 28387,https://carolinadanceworks.com,dancing lessons,35.16968182,-79.39885013
189,189,202,Fred Astaire Dance Studios,6300 Creedmoor Rd # 122,Raleigh,NC,27612,6744,Yuriy,Simakoz,Owner,(919) 872-0111,Dancing Instruction,611610,711410,711120,813410,NA,Private,Wake,4,139000,carolinadance.com,1947,6300 Creedmoor Rd # 122 Raleigh NC 27612,https://carolinadance.com,dancing lessons,35.87149071,-78.67958908
190,190,203,Fred Astaire Dance Studios,4702 Garrett Rd,Durham,NC,27707,3440,Yuriy,Simakov,Owner,(919) 489-4313,Dancing Instruction,611610,458110,713990,711410,711120,Private,Durham,7,312000,dancingfads.com,1988,4702 Garrett Rd Durham NC 27707,https://dancingfads.com,dancing lessons,35.95487878,-78.97286801
191,191,204,Fred Astaire Dance Studios,1500 Mill St # 105,Greensboro,NC,27408,8039,Dasha,Chub,Exec Director,(336) 379-9808,Dancing Instruction,611610,711410,813410,NA,NA,Private,Guilford,12,503000,fredastaire.com,2005,1500 Mill St # 105 Greensboro NC 27408,https://fredastaire.com,dancing lessons,36.0885708,-79.81160798
192,192,205,Fred Astaire Dance Studios,8610 Camfield St # C,Charlotte,NC,28277,2424,NA,NA,NA,(704) 208-4228,Dancing Instruction,611610,455219,NA,NA,NA,Private,Mecklenburg,5,136000,fredastaire.com,2008,8610 Camfield St # C Charlotte NC 28277,https://fredastaire.com,dancing lessons,35.05243032,-80.8145098
193,193,206,Fred Astaire Dance Studios,5629 Oleander Dr # 110,Wilmington,NC,28403,5800,NA,NA,NA,(910) 769-7086,Dancing Instruction,611610,531210,713990,711410,813410,Private,New Hanover,6,214000,fredastaire.com,2019,5629 Oleander Dr # 110 Wilmington NC 28403,https://fredastaire.com,dancing lessons,34.20885565,-77.85218012
194,194,207,Fred Astaire Dance Studios,14225 Market Square Dr # B3,Huntersville,NC,28078,6505,Szymon,Lubarski,Owner,(704) 750-0204,Dancing Instruction,611610,711410,813410,NA,NA,Private,Mecklenburg,1,28000,fredastaire.com,2022,14225 Market Square Dr # B3 Huntersville NC 28078,https://fredastaire.com,dancing lessons,35.40697095,-80.86449632
195,195,208,Fred Astaire Dance Studios,145 S Stratford Rd,Winston Salem,NC,27104,4213,NA,NA,NA,(336) 331-5181,Dancing Instruction,611610,711410,813410,NA,NA,Private,Forsyth,3,91000,fredastaire.com,2023,145 S Stratford Rd Winston Salem NC 27104,https://fredastaire.com,dancing lessons,36.09560877,-80.27727837
196,196,209,Fred Astaire Dance Studios,3033 Village Market Pl,Morrisville,NC,27560,7830,Olena,Golovashchemko,Owner,(919) 701-0000,Dancing Instruction,611610,711120,813410,NA,NA,Private,Wake,4,139000,fredastaire.com,2022,3033 Village Market Pl Morrisville NC 27560,https://fredastaire.com,dancing lessons,35.80702008,-78.81730582
197,197,210,Fred Astaire Dance Studios,10320 Durant Rd # 105,Raleigh,NC,27614,6466,Adriana,Dwyer,Mfg Exec,(919) 825-1572,Dancing Instruction,611610,711410,813410,NA,NA,Private,Wake,2,70000,fredastaire.com,2021,10320 Durant Rd # 105 Raleigh NC 27614,https://fredastaire.com,dancing lessons,35.90406329,-78.58596486
198,198,211,Fred Astaire Dance Studios-Apx,1553 Beaver Creek Commons Dr,Apex,NC,27502,3997,Mika,Kacustinska,Manager,(919) 200-4021,Dancing Instruction,611610,711410,813410,NA,NA,Private,Wake,2,70000,fredastaire.com,2021,1553 Beaver Creek Commons Dr Apex NC 27502,https://fredastaire.com,dancing lessons,35.74676101,-78.88561263
199,199,212,Fred Astaire Dance Studios-Cry,107 Edinburgh South Dr # 123,Cary,NC,27511,6451,Paul,Millington,Owner,(919) 380-2185,Dancing Instruction,611610,713990,711410,813410,NA,Private,Wake,3,104000,danceincary.com,2022,107 Edinburgh South Dr # 123 Cary NC 27511,https://danceincary.com,dancing lessons,35.73744027,-78.8001865
200,200,213,Gary Taylor Dance,250 Olmsted Blvd # D,Pinehurst,NC,28374,6007,Cinny,Beggs,Manager,(910) 420-1025,Dancing Instruction,611610,711110,711110,NA,NA,Private,Moore,1,34000,taylordance.org,2009,250 Olmsted Blvd # D Pinehurst NC 28374,https://taylordance.org,dancing lessons,35.20705076,-79.47810822
201,201,214,Gcapa Dance Team Booster,20218 Northport Dr,Cornelius,NC,28031,5400,Kelly,Bosche,Manager,(704) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,4,109000,NA,2018,20218 Northport Dr Cornelius NC 28031,NA,dancing lessons,35.48317101,-80.89503715
202,202,215,Get the Pointe,1451 Kingfield Rd,Trenton,NC,28585,8673,Annabeth,Brown,Other,(252) 474-5040,Dancing Instruction,611610,NA,NA,NA,NA,Private,Jones,2,69000,NA,1999,1451 Kingfield Rd Trenton NC 28585,NA,dancing lessons,35.11430956,-77.33114399
203,203,216,Glamour Athletics,17900 Dana Dr,Laurinburg,NC,28352,4031,Meagan,Carpenter,Other,(910) 610-3558,Dancing Instruction,611610,713990,611620,NA,NA,Private,Scotland,4,79000,NA,2010,17900 Dana Dr Laurinburg NC 28352,NA,dancing lessons,34.75796103,-79.42992749
204,204,217,Got 2 Dance,2012 N Road St # G,Elizabeth City,NC,27909,9361,NA,NA,NA,(252) 338-5141,Dancing Instruction,611610,NA,NA,NA,NA,Private,Pasquotank,3,54000,got2dancestudio.net,2004,2012 N Road St # G Elizabeth City NC 27909,https://got2dancestudio.net,dancing lessons,36.35116367,-76.26855404
205,205,218,Graceful Expressions Dance Co,2438 SW Cary Pkwy,Cary,NC,27513,5318,April,Schweitzer,Owner,(919) 758-6003,Dancing Instruction,611610,813319,813410,NA,NA,Private,Wake,3,104000,gracefuldance.com,2016,2438 SW Cary Pkwy Cary NC 27513,https://gracefuldance.com,dancing lessons,35.76248992,-78.8218492
206,206,219,Greensboro Dance Theatre,1613B Westover Ter,Greensboro,NC,27408,7105,NA,NA,NA,(336) 763-0045,Dancing Instruction,611610,711120,NA,NA,NA,Private,Guilford,3,126000,greensborodancetheatre.com,2019,1613B Westover Ter Greensboro NC 27408,https://greensborodancetheatre.com,dancing lessons,36.09499099,-79.81655041
207,207,220,Greenville Civic Ballet,2285 County Home Rd # B,Greenville,NC,27858,7932,Kimberly,Gray-Saad,Director,(252) 355-7880,Dancing Instruction,611610,NA,NA,NA,NA,Private,Pitt,3,46000,NA,1997,2285 County Home Rd # B Greenville NC 27858,NA,dancing lessons,35.55945426,-77.35397968
208,208,221,Havilah Dance Academy LLC,10058 E Independence Blvd,Matthews,NC,28105,4620,Gail T,Dawkins,Exec Officer,(704) 246-8718,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,15,190000,havilahdancecompany.com,2010,10058 E Independence Blvd Matthews NC 28105,https://havilahdancecompany.com,dancing lessons,35.13145759,-80.71060509
209,209,222,Haw River Ballroom,1711 Saxapahaw Bethlehem Churc,Saxapahaw,NC,27340,NA,Thomas J,Lagarde,Manager,(336) 000-1111,Dancing Instruction,611610,713990,NA,NA,NA,Private,Alamance,4,102000,hawriverballroom.com,2011,1711 Saxapahaw Bethlehem Churc Saxapahaw NC 27340,https://hawriverballroom.com,dancing lessons,35.94697126,-79.31932089
210,210,223,HDC Dance Booster Inc,10058 E Independence Blvd,Matthews,NC,28105,4620,Earl,Dawkins,Manager,(704) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,6,163000,NA,2018,10058 E Independence Blvd Matthews NC 28105,NA,dancing lessons,35.13145759,-80.71060509
211,211,224,Heather's Dance Inc,905 Mcknight Dr # D,Knightdale,NC,27545,5136,Heather T,Davis,Owner,(919) 266-9900,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,3,104000,heathersdanceinc.com,2007,905 Mcknight Dr # D Knightdale NC 27545,https://heathersdanceinc.com,dancing lessons,35.79729266,-78.4922215
212,212,225,Helen Simoneau Danse Inc,2564 Robinhood Rd,Winston Salem,NC,27106,5804,NA,NA,NA,(336) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Forsyth,3,91000,NA,2015,2564 Robinhood Rd Winston Salem NC 27106,NA,dancing lessons,36.11440524,-80.28371808
213,213,226,Heritage Dance Foundation,107 S Center St,Goldsboro,NC,27530,4828,NA,NA,NA,(919) 734-2214,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wayne,4,76000,NA,2015,107 S Center St Goldsboro NC 27530,NA,dancing lessons,35.38300454,-77.99731807
214,214,227,Hickory Ballet Performing Arts,920 29th Ave NE,Hickory,NC,28601,1183,NA,NA,NA,(828) 000-1111,Dancing Instruction,611610,813319,999990,NA,NA,Private,Catawba,3,69000,NA,2022,920 29th Ave NE Hickory NC 28601,NA,dancing lessons,35.76954027,-81.31348808
215,215,228,High Point Ballet,3710 N Main St # 106,High Point,NC,27265,1892,NA,NA,NA,(336) 889-2480,Dancing Instruction,611610,711120,813319,NA,NA,Private,Guilford,10,419000,highpointballet.org,1988,3710 N Main St # 106 High Point NC 27265,https://highpointballet.org,dancing lessons,36.01056744,-80.04288608
216,216,229,Hip Hop University,8436 Kenbrooke Dr # 310,Charlotte,NC,28262,5363,Albert,Carter,Owner,(704) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,3,82000,NA,2015,8436 Kenbrooke Dr # 310 Charlotte NC 28262,NA,dancing lessons,35.31868473,-80.77097855
217,217,230,Holly Springs School of Dance,136 Oakhall Dr,Holly Springs,NC,27540,8709,Amanda,Seate,HR,(919) 557-3270,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,9,312000,hollyspringsdance.com,1999,136 Oakhall Dr Holly Springs NC 27540,https://hollyspringsdance.com,dancing lessons,35.66039449,-78.83732103
218,218,232,Hope Mills Academy of Dance,2911 Frontera Pl,Fayetteville,NC,28306,9366,NA,NA,NA,(910) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cumberland,2,53000,NA,2014,2911 Frontera Pl Fayetteville NC 28306,NA,dancing lessons,34.99980999,-78.99508673
219,219,233,Ialign Dance Co,200 N Davie St,Greensboro,NC,27401,2819,NA,NA,NA,(336) 543-0209,Dancing Instruction,611610,721214,624190,813319,813410,Private,Guilford,3,126000,ialigndance.com,2006,200 N Davie St Greensboro NC 27401,https://ialigndance.com,dancing lessons,36.07343245,-79.78893579
220,220,234,Ialign Dance Co,917 Onslow Dr,Greensboro,NC,27408,7709,Brittany M,Cleckley,Owner,(336) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Guilford,3,126000,NA,2015,917 Onslow Dr Greensboro NC 27408,NA,dancing lessons,36.08997148,-79.82952039
221,221,235,In His Steps,159 Church St,Asheville,NC,28801,4043,Amanda,Newcomb,Owner,(828) 285-0360,Dancing Instruction,611610,NA,NA,NA,NA,Private,Buncombe,10,249000,ihsdanceasheville.wixsite.com,1998,159 Church St Asheville NC 28801,https://ihsdanceasheville.wixsite.com,dancing lessons,35.58919018,-82.55249258
222,222,236,In Motion Dance Ctr Inc,4021 Country Club Rd # B,Winston Salem,NC,27104,3783,Michelle,Nicholson,Owner,(336) 659-0060,Dancing Instruction,611610,458110,711120,NA,NA,Private,Forsyth,15,453000,inmotiondancecenternc.com,1996,4021 Country Club Rd # B Winston Salem NC 27104,https://inmotiondancecenternc.com,dancing lessons,36.08933876,-80.31982206
223,223,237,Infinite Dance NC Inc,4355 Federal Dr # 110,Greensboro,NC,27410,8143,NA,NA,NA,(336) 000-1111,Dancing Instruction,611610,813319,NA,NA,NA,Private,Guilford,2,84000,NA,2021,4355 Federal Dr # 110 Greensboro NC 27410,NA,dancing lessons,36.06372055,-79.94943825
224,224,238,Inis Cairde School-Irish Dance,6166 Falls of Neuse Rd # A,Raleigh,NC,27609,3522,Meighan,Carpenter,Owner,(919) 871-5660,Dancing Instruction,611610,813319,NA,NA,NA,Private,Wake,5,174000,iniscairde.com,1999,6166 Falls of Neuse Rd # A Raleigh NC 27609,https://iniscairde.com,dancing lessons,35.86673951,-78.6205776
225,225,239,Inspiration Dance Academy LLC,6415 Camden Rd # 105,Fayetteville,NC,28306,7584,Andrea R,Jones,Manager,(910) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cumberland,6,159000,danceatinspiration.com,2017,6415 Camden Rd # 105 Fayetteville NC 28306,https://danceatinspiration.com,dancing lessons,34.97714247,-78.98631433
226,226,240,Inspirations Dance Ctr,91 W Boiling Spring Rd,Southport,NC,28461,9732,NA,NA,NA,(910) 612-7441,Dancing Instruction,611610,NA,NA,NA,NA,Private,Brunswick,2,59000,NA,2024,91 W Boiling Spring Rd Southport NC 28461,NA,dancing lessons,34.02974722,-78.06784183
227,227,241,Inspirations Dance Ctr LLC,7969A River Rd SE,Southport,NC,28461,8971,NA,NA,NA,(910) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Brunswick,3,88000,NA,2017,7969A River Rd SE Southport NC 28461,NA,dancing lessons,33.96842224,-78.0309178
228,228,242,International Ballet Academy,201 Davis Grove Cir # 104,Cary,NC,27519,2513,Servy,Gallardo,Director,(919) 303-7200,Dancing Instruction,611610,813319,813410,NA,NA,Private,Wake,4,139000,ibacary.com,2010,201 Davis Grove Cir # 104 Cary NC 27519,https://ibacary.com,dancing lessons,35.77684695,-78.84829115
229,229,243,Ishanya Dance Co LLC,301 Hasbrouck Dr,Apex,NC,27523,3812,Sanskriti,Inamdar,Owner,(919) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,2,70000,NA,2016,301 Hasbrouck Dr Apex NC 27523,NA,dancing lessons,35.76596264,-78.86224567
230,230,244,J'Adore Ballroom,508 Griffith Rd,Charlotte,NC,28217,3518,Mariela,Bushuva,Manager,(704) 533-2332,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,6,163000,NA,2005,508 Griffith Rd Charlotte NC 28217,NA,dancing lessons,35.15947593,-80.88611173
231,231,245,Jami Masters School of Dance,530 Brandywine Rd # 5,Charlotte,NC,28209,2165,Jami,Masters,Owner,(704) 525-6555,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,15,407000,jamimastersschoolofdance.com,2009,530 Brandywine Rd # 5 Charlotte NC 28209,https://jamimastersschoolofdance.com,dancing lessons,35.173073,-80.8458941
232,232,246,Jennifer's School of Dance,304 S Pine St,Pink Hill,NC,28572,8097,Jennifer,Tyndall,Owner,(252) 568-3555,Dancing Instruction,611610,NA,NA,NA,NA,Private,Lenoir,2,48000,NA,1988,304 S Pine St Pink Hill NC 28572,NA,dancing lessons,35.05295268,-77.74610855
233,233,247,Jill Coker Dance Co,405 Halstead Blvd,Elizabeth City,NC,27909,4522,NA,NA,NA,(252) 312-1539,Dancing Instruction,611610,NA,NA,NA,NA,Private,Pasquotank,3,54000,NA,2012,405 Halstead Blvd Elizabeth City NC 27909,NA,dancing lessons,36.29475092,-76.2470646
234,234,248,Jolie South Dance Academy,220 E Park Ave,Charlotte,NC,28203,4750,Anna,Fresk,Owner,(704) 503-9153,Dancing Instruction,611610,611620,NA,NA,NA,Private,Mecklenburg,7,190000,joliesouthdance.com,2015,220 E Park Ave Charlotte NC 28203,https://joliesouthdance.com,dancing lessons,35.21342288,-80.85537977
235,235,249,Just For Kicks,14880 US Highway 17,Hampstead,NC,28443,3217,Janine,Polera,Owner,(910) 270-2525,Dancing Instruction,611610,NA,NA,NA,NA,Private,Pender,1,19000,justforkickshampstead.webs.com,2004,14880 US Highway 17 Hampstead NC 28443,https://justforkickshampstead.webs.com,dancing lessons,34.36965607,-77.70821843
236,236,250,Kaleidoscope Dance Club,1801 N Main Ave,Newton,NC,28658,2921,NA,NA,NA,(828) 464-9434,Dancing Instruction,611610,722410,NA,NA,NA,Private,Catawba,2,46000,eventective.com,2011,1801 N Main Ave Newton NC 28658,https://eventective.com,dancing lessons,35.67981839,-81.21886397
237,237,251,Karen School of Dance,106 S Main St,Laurinburg,NC,28352,3830,NA,NA,NA,(910) 276-4631,Dancing Instruction,611610,NA,NA,NA,NA,Private,Scotland,2,40000,NA,2008,106 S Main St Laurinburg NC 28352,NA,dancing lessons,34.77713967,-79.46112449
238,238,252,Kat Mc Cord Dance Inc,577 Tarrytown Ctr,Rocky Mount,NC,27804,1768,Kathryn,Mccord,Owner,(252) 442-3939,Dancing Instruction,611610,711120,NA,NA,NA,Private,Nash,3,52000,NA,2002,577 Tarrytown Ctr Rocky Mount NC 27804,NA,dancing lessons,35.96019462,-77.82525619
239,239,253,Katura Dance Academy,3525 S Memorial Dr,Greenville,NC,27834,7018,Kimberly,Jones,Owner,(252) 756-0899,Dancing Instruction,611610,NA,NA,NA,NA,Private,Pitt,3,46000,katuradance.com,2011,3525 S Memorial Dr Greenville NC 27834,https://katuradance.com,dancing lessons,35.56716975,-77.40312316
240,240,255,King David Christian Cnsrvtry,2200 Coronation Blvd # B,Charlotte,NC,28227,6714,NA,NA,NA,(704) 845-9116,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,7,190000,kingdavidconservatory.com,1985,2200 Coronation Blvd # B Charlotte NC 28227,https://kingdavidconservatory.com,dancing lessons,35.14267384,-80.73223126
241,241,256,Kinston Dance Academy,1136 Hwy 258 N # 109,Kinston,NC,28504,8304,Jan,Mckenrick,Owner,(252) 523-1994,Dancing Instruction,611610,NA,NA,NA,NA,Private,Lenoir,1,24000,kinstondance.com,1992,1136 Hwy 258 N # 109 Kinston NC 28504,https://kinstondance.com,dancing lessons,35.26664059,-77.64438764
242,242,257,L Mace Studios,171 Grant St,West End,NC,27376,8379,Gayle,Mace,Manager,(910) 673-5678,Dancing Instruction,611610,NA,NA,NA,NA,Private,Moore,3,101000,lmacestudios.com,2013,171 Grant St West End NC 27376,https://lmacestudios.com,dancing lessons,35.26628065,-79.58385199
243,243,258,La Dance,100 Dominion Dr # 111,Morrisville,NC,27560,9257,NA,NA,NA,(919) 234-1310,Dancing Instruction,611610,711120,NA,NA,NA,Private,Wake,3,104000,NA,2013,100 Dominion Dr # 111 Morrisville NC 27560,NA,dancing lessons,35.84029544,-78.80896867
244,244,259,La Petite Dance LLC,5108 Treybrooke Dr,Wilmington,NC,28409,2738,Shannon P,Mansfield,Manager,(910) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,New Hanover,3,107000,NA,2019,5108 Treybrooke Dr Wilmington NC 28409,NA,dancing lessons,34.17352519,-77.86560514
245,245,260,La Petite Dance Studio,201 E King St # 3,Kings Mountain,NC,28086,3457,NA,NA,NA,(704) 739-1002,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cleveland,3,68000,lapetitedance.com,2003,201 E King St # 3 Kings Mountain NC 28086,https://lapetitedance.com,dancing lessons,35.24092774,-81.34028434
246,246,261,Lake Norman Ballroom Dance Co,19824 W Catawba Ave,Cornelius,NC,28031,4046,Kenneth J,Abner,Owner,(704) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,5,136000,NA,2016,19824 W Catawba Ave Cornelius NC 28031,NA,dancing lessons,35.48119546,-80.88577913
247,247,262,Lake Norman Dance Gallery,443 Williamson Rd,Mooresville,NC,28117,9185,Nikki,Hensley,Owner,(704) 662-0699,Dancing Instruction,611610,611620,NA,NA,NA,Private,Iredell,4,80000,lakenormandancegallery.com,1999,443 Williamson Rd Mooresville NC 28117,https://lakenormandancegallery.com,dancing lessons,35.5773431,-80.87078248
248,248,263,Le Moulin Rouge De Danse,151 Avon Ave,Washington,NC,27889,3840,Janet,Cox,Owner,(252) 946-1475,Dancing Instruction,611610,711120,NA,NA,NA,Private,Beaufort,1,19000,theredbarnofdance.com,1984,151 Avon Ave Washington NC 27889,https://theredbarnofdance.com,dancing lessons,35.54804572,-77.03051688
249,249,264,Leela School of Dance LLC,448 Shawcroft Rd,Fayetteville,NC,28311,2945,Asha,Balasubramania,Owner,(910) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cumberland,2,53000,NA,2015,448 Shawcroft Rd Fayetteville NC 28311,NA,dancing lessons,35.14682826,-78.88979059
250,250,265,Legacy Dance Co,842 Union St S,Concord,NC,28025,5731,Jennifer,Grice,Manager,(704) 652-7507,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cabarrus,4,99000,legacydancecompanync.com,2015,842 Union St S Concord NC 28025,https://legacydancecompanync.com,dancing lessons,35.38907285,-80.56181431
251,251,266,Legacy Dance Productions LLC,720 Williams White Rd,Zebulon,NC,27597,7787,Brieanna,Alford,Manager,(919) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Franklin,2,47000,legacydanceproductions.com,2017,720 Williams White Rd Zebulon NC 27597,https://legacydanceproductions.com,dancing lessons,35.89618596,-78.28979615
